concept_id,series,dataset,column,section,first_year,last_year,n_years,has_gap,dcf_item,dcf_question,value_list,traps
facility_data.solar_panel,facility_data.solar_panel,facility_data,solar_panel,Physical Facilities,2018-19,2025-26,8,0,2.5(b),Whether Solar Panel is available in school?,"1-Yes, 2-No, 3-Yes but not Functional",type-code-as-binary
facility_data.spl_educator_yn,facility_data.spl_educator_yn,facility_data,spl_educator_yn,Physical Facilities,2022-23,2025-26,4,0,3.x,Whether a special educator is available,"1-Yes, 2-No, 3-Shared",
facility_data.staff_qtr_yn,facility_data.staff_qtr_yn,facility_data,staff_qtr_yn,Physical Facilities,2025-26,2025-26,1,0,2.x,Whether staff quarters are available,"1-Yes, 2-No, 9-Not applicable",
facility_data.tablet,facility_data.tablet,facility_data,tablet,Physical Facilities,2018-19,2025-26,8,0,2.25,Number of tablets,count,
facility_data.tap_fun_yn,facility_data.tap_fun_yn,facility_data,tap_fun_yn,Physical Facilities,2022-23,2025-26,4,0,2.9,Tap water functional,"1-Yes, 2-No",
facility_data.tap_yn,facility_data.tap_yn,facility_data,tap_yn,Physical Facilities,2022-23,2025-26,4,0,2.9(a),Main Source of Drinking Water — tap water,"1-Yes, 2-No",
facility_data.teachdev_tot,facility_data.teachdev_tot,facility_data,teachdev_tot,Physical Facilities,2022-23,2025-26,4,0,2.24d,Computer or Digital Equipment Status: — PCs with Integrated Teaching Learning Devices,,
facility_data.tinkering_lab_yn,facility_data.tinkering_lab_yn,facility_data,tinkering_lab_yn,Physical Facilities,2025-26,2025-26,1,0,2.x,Whether an Atal Tinkering Lab is available,"1-Yes, 2-No, 9-Not applicable",
facility_data.total_boys_cwsn_toilet,facility_data.total_boys_cwsn_toilet,facility_data,total_boys_cwsn_toilet,Physical Facilities,2022-23,2025-26,4,0,2.7i,Does the School have Toilet(s)/Urinal(s)? — excluding CWSN friendly,,
facility_data.total_boys_func_toilet,facility_data.total_boys_func_toilet,facility_data,total_boys_func_toilet,Physical Facilities,2018-19,2025-26,8,0,2.7,"Boys' toilets, functional",count,
facility_data.total_boys_toilet,facility_data.total_boys_toilet,facility_data,total_boys_toilet,Physical Facilities,2018-19,2025-26,8,0,2.7,"Does the School have Toilet(s)/Urinal(s)? — boys, total",count,
facility_data.total_class_rooms,facility_data.total_class_rooms,facility_data,total_class_rooms,Physical Facilities,2018-19,2025-26,8,0,2.3(a),Details of Classrooms available in the school (Laboratory rooms NOT to be included),count,
facility_data.total_girls_cwsn_toilet,facility_data.total_girls_cwsn_toilet,facility_data,total_girls_cwsn_toilet,Physical Facilities,2022-23,2025-26,4,0,2.7i,Does the School have Toilet(s)/Urinal(s)? — excluding CWSN friendly,,
facility_data.total_girls_func_toilet,facility_data.total_girls_func_toilet,facility_data,total_girls_func_toilet,Physical Facilities,2018-19,2025-26,8,0,2.7,"Girls' toilets, functional",count,
facility_data.total_girls_toilet,facility_data.total_girls_toilet,facility_data,total_girls_toilet,Physical Facilities,2018-19,2025-26,8,0,2.7,"Does the School have Toilet(s)/Urinal(s)? — girls, total",count,
facility_data.urinal_boys,facility_data.urinal_boys,facility_data,urinal_boys,Physical Facilities,2018-19,2025-26,8,0,2.7,Urinals for boys,count,
facility_data.urinal_girls,facility_data.urinla_girls,facility_data,urinal_girls,Physical Facilities,2022-23,2025-26,4,0,2.7(e),Does the School have Toilet(s)/Urinal(s)? — Whether incinerator is available in Girl’s toilet?,"1-Yes, 2-No, 3-Yes, but Not Functional",urinal-typo
facility_data.urinla_girls,facility_data.urinla_girls,facility_data,urinla_girls,Physical Facilities,2018-19,2021-22,4,0,,,,urinal-typo union-artefact
facility_data.well_prot_fun_yn,facility_data.well_prot_fun_yn,facility_data,well_prot_fun_yn,Physical Facilities,2022-23,2025-26,4,0,2.9,Protected well functional,"1-Yes, 2-No",
facility_data.well_prot_yn,facility_data.well_prot_yn,facility_data,well_prot_yn,Physical Facilities,2022-23,2025-26,4,0,2.9(a),Main Source of Drinking Water — protected well,"1-Yes, 2-No",
facility_data.well_unprot_fun_yn,facility_data.well_unprot_fun_yn,facility_data,well_unprot_fun_yn,Physical Facilities,2022-23,2025-26,4,0,2.9,Unprotected well functional,"1-Yes, 2-No",
facility_data.well_unprot_yn,facility_data.well_unprot_yn,facility_data,well_unprot_yn,Physical Facilities,2022-23,2025-26,4,0,2.9(a),Main Source of Drinking Water — unprotected well,"1-Yes, 2-No",
profile_data_1.aff_board_hsec,profile_data_1.aff_board_hsec,profile_data_1,aff_board_hsec,School Profile,2018-19,2025-26,8,0,1.19d,Year of Recognition of the school (Mandatory for Govt. Aided and Pvt. Unaided Schools): — Higher Secondary,,
profile_data_1.aff_board_sec,profile_data_1.aff_board_sec,profile_data_1,aff_board_sec,School Profile,2018-19,2025-26,8,0,1.16,Affiliation Board of the school for SECONDARY Sections:,,
profile_data_1.anganwadi_boys,profile_data_1.anganwadi_boys,profile_data_1,anganwadi_boys,School Profile,2018-19,2021-22,4,0,1.36(b),Whether Anganwadi Centre is located inside the school premises ? — Total Children in Anganwadi Centre :        Boys :                                Girls :,"1-Yes, 2-No",
profile_data_1.anganwadi_ecce_b,profile_data_1.anganwadi_boys,profile_data_1,anganwadi_ecce_b,School Profile,2022-23,2025-26,4,0,,,,
profile_data_1.anganwadi_ecce_g,profile_data_1.anganwadi_girls,profile_data_1,anganwadi_ecce_g,School Profile,2022-23,2025-26,4,0,,,,
profile_data_1.anganwadi_girls,profile_data_1.anganwadi_girls,profile_data_1,anganwadi_girls,School Profile,2018-19,2021-22,4,0,1.36(b),Whether Anganwadi Centre is located inside the school premises ? — Total Children in Anganwadi Centre :        Boys :                                Girls :,"1-Yes, 2-No",
profile_data_1.anganwadi_premises,profile_data_1.anganwadi_premises,profile_data_1,anganwadi_premises,School Profile,2018-19,2021-22,4,0,1.41,Whether Anganwadi Centre(s) is/are located inside the school premises?,,undocumented-code-9
profile_data_1.anganwadi_worker,profile_data_1.anganwadi_worker,profile_data_1,anganwadi_worker,School Profile,2018-19,2021-22,4,0,1.36(c),Whether Anganwadi Centre is located inside the school premises ? — Is the Anganwadi Worker trained in early childhood education :,"1-Yes, 2-No",
profile_data_1.anganwadi_yn,profile_data_1.anganwadi_premises,profile_data_1,anganwadi_yn,School Profile,2022-23,2025-26,4,0,1.40,Whether Anganwadi Centre(s) is/are located inside the school premises?,,undocumented-code-9
profile_data_1.approachable_road,profile_data_1.approachable_road,profile_data_1,approachable_road,School Profile,2018-19,2025-26,8,0,1.37,Whether School is Approachable by All-Weather Roads?,,
profile_data_1.assembly,profile_data_1.assembly,profile_data_1,assembly,School Profile,2018-19,2021-22,4,0,1.8,(a) Name of the Assembly Constituency :,,
profile_data_1.avg_instr_days,profile_data_1.avg_instr_days,profile_data_1,avg_instr_days,School Profile,2022-23,2025-26,4,0,1.38,Number of instructional days (in previous academic year):,,
profile_data_1.avg_school_hrs_student_hsec,profile_data_1.avg_school_hrs_student_hsec,profile_data_1,avg_school_hrs_student_hsec,School Profile,2018-19,2021-22,4,0,,,,
profile_data_1.avg_school_hrs_student_pr,profile_data_1.avg_school_hrs_student_pr,profile_data_1,avg_school_hrs_student_pr,School Profile,2018-19,2021-22,4,0,,,,
profile_data_1.avg_school_hrs_student_sec,profile_data_1.avg_school_hrs_student_sec,profile_data_1,avg_school_hrs_student_sec,School Profile,2018-19,2021-22,4,0,,,,
profile_data_1.avg_school_hrs_student_up,profile_data_1.avg_school_hrs_student_up,profile_data_1,avg_school_hrs_student_up,School Profile,2018-19,2021-22,4,0,,,,
profile_data_1.avg_school_hrs_teacher_hsec,profile_data_1.avg_school_hrs_teacher_hsec,profile_data_1,avg_school_hrs_teacher_hsec,School Profile,2018-19,2021-22,4,0,,,,
profile_data_1.avg_school_hrs_teacher_pr,profile_data_1.avg_school_hrs_teacher_pr,profile_data_1,avg_school_hrs_teacher_pr,School Profile,2018-19,2021-22,4,0,,,,
profile_data_1.avg_school_hrs_teacher_sec,profile_data_1.avg_school_hrs_teacher_sec,profile_data_1,avg_school_hrs_teacher_sec,School Profile,2018-19,2021-22,4,0,,,,
profile_data_1.avg_school_hrs_teacher_up,profile_data_1.avg_school_hrs_teacher_up,profile_data_1,avg_school_hrs_teacher_up,School Profile,2018-19,2021-22,4,0,,,,
profile_data_1.block,profile_data_1.block,profile_data_1,block,School Profile,2022-23,2025-26,4,0,,,,
profile_data_1.cce_hsec,profile_data_1.cce_hsec,profile_data_1,cce_hsec,School Profile,2018-19,2021-22,4,0,1.40(d),Is CCE being implemented in school? : — Higher secondary :,"1-Yes, 2-No",
profile_data_1.cce_pr,profile_data_1.cce_pr,profile_data_1,cce_pr,School Profile,2018-19,2021-22,4,0,1.36(i),Is Continuous and Comprehensive Evaluation (CCE) being implemented in School? — Primary,"1-Yes, 2-No",
profile_data_1.cce_sec,profile_data_1.cce_sec,profile_data_1,cce_sec,School Profile,2018-19,2021-22,4,0,1.40(c),Is CCE being implemented in school? : — Secondary :,"1-Yes, 2-No",
profile_data_1.cce_up,profile_data_1.cce_up,profile_data_1,cce_up,School Profile,2018-19,2021-22,4,0,1.19b,Year of Recognition of the school (Mandatory for Govt. Aided and Pvt. Unaided Schools): — Upper primary:,,
profile_data_1.cce_yn,profile_data_1.cce_yn,profile_data_1,cce_yn,School Profile,2022-23,2025-26,4,0,,,,
profile_data_1.certified_fit_india_yn,profile_data_1.certified_fit_india_yn,profile_data_1,certified_fit_india_yn,School Profile,2025-26,2025-26,1,0,1.53,Is the School certified as Fit India School?,"1-Yes, 2-No",undocumented-code-9
profile_data_1.city,profile_data_1.city,profile_data_1,city,School Profile,2018-19,2020-21,3,0,,,,
profile_data_1.cwsn_sch_type,profile_data_1.cwsn_sch_type,profile_data_1,cwsn_sch_type,School Profile,2025-26,2025-26,1,0,4.6,Enrolment by Grade for Children with Special Needs (CWSN) By Type of Impairment:,,
profile_data_1.district,profile_data_1.district,profile_data_1,district,School Profile,2018-19,2025-26,8,0,1.2,Name of the District :,,
profile_data_1.estd_year,profile_data_1.estd_year,profile_data_1,estd_year,School Profile,2025-26,2025-26,1,0,1.23,Year of Establishment of school,year,
profile_data_1.highclass,profile_data_1.highclass,profile_data_1,highclass,School Profile,2018-19,2025-26,8,0,1.13a,Lowest and Highest Classes in the School : — Lowest and Highest Class in School (e.g. 1 to 5) : to,,
profile_data_1.instr_days_hsec,profile_data_1.instr_days_hsec,profile_data_1,instr_days_hsec,School Profile,2018-19,2021-22,4,0,1.33(d),Number of instructional days (previous academic year) : — Higher Secondary,,
profile_data_1.instr_days_pr,profile_data_1.instr_days_pr,profile_data_1,instr_days_pr,School Profile,2018-19,2021-22,4,0,1.33(a),Number of instructional days (previous academic year) : — Primary:,,
profile_data_1.instr_days_sec,profile_data_1.instr_days_sec,profile_data_1,instr_days_sec,School Profile,2018-19,2021-22,4,0,1.33(c),Number of instructional days (previous academic year) : — Secondary:,,
profile_data_1.instr_days_up,profile_data_1.instr_days_up,profile_data_1,instr_days_up,School Profile,2018-19,2021-22,4,0,1.33(b),Number of instructional days (previous academic year) : — Upper Primary:,,
profile_data_1.is_nsqf,profile_data_1.is_nsqf,profile_data_1,is_nsqf,School Profile,2025-26,2025-26,1,0,1.30,Does the school provide any vocational courses under NSQF,,undocumented-code-9
profile_data_1.learner_holistic_rptcard_yn,profile_data_1.learner_holistic_rptcard_yn,profile_data_1,learner_holistic_rptcard_yn,School Profile,2025-26,2025-26,1,0,,,,
profile_data_1.lgd_block_name,profile_data_1.lgd_block_name,profile_data_1,lgd_block_name,School Profile,2022-23,2025-26,4,0,1.3,Name of the UDISE+ Block:,,
profile_data_1.lgd_urban_local_body_name,profile_data_1.city,profile_data_1,lgd_urban_local_body_name,School Profile,2021-22,2025-26,5,0,1.4(d),School Location Type : — Urban Local bodies (As per LGD):,"1-RURAL, 2-URBAN",
profile_data_1.lgd_vill_name,profile_data_1.lgd_vill_name,profile_data_1,lgd_vill_name,School Profile,2021-22,2025-26,5,0,,,,
profile_data_1.lgd_vill_panchayat_name,profile_data_1.panchyat,profile_data_1,lgd_vill_panchayat_name,School Profile,2021-22,2025-26,5,0,1.4(c),School Location Type : — Name of Gram Panchayat (As Per LGD):,"1-RURAL, 2-URBAN",
profile_data_1.lgd_ward_name,profile_data_1.municipality,profile_data_1,lgd_ward_name,School Profile,2021-22,2025-26,5,0,1.4(e),School Location Type : — Ward Name (As Per LGD):,"1-RURAL, 2-URBAN",
profile_data_1.lowclass,profile_data_1.lowclass,profile_data_1,lowclass,School Profile,2018-19,2025-26,8,0,1.13a,Lowest and Highest Classes in the School : — Lowest and Highest Class in School (e.g. 1 to 5) : to,,
profile_data_1.managment,profile_data_1.managment,profile_data_1,managment,School Profile,2018-19,2025-26,8,0,1.12(b),Management Code of School,"1-Dept of Education, 2-Tribal Welfare, 3-Local Body, 4-Govt Aided, 5-Private Unaided (Recognised), 6-Other State Govt, 7-Partially Govt Aided, 8-Unrecognized, 89-Minority Affairs, 90-Social Welfare, 91-Ministry of Labour, 92-KVS, 93-NVS, 94-Sainik, 95-Railway, 96-Central Tibetan, 97-Madrasa Pvt Unaided, 98-Madarsa Unrecognized, 99-Madrasa Aided, 101-Other Central Govt/PSU, 102-Veda School",meaning-change unmapped-codes
profile_data_1.medium_instr1,profile_data_1.medium_instr1,profile_data_1,medium_instr1,School Profile,2018-19,2025-26,8,0,1.29,Medium of instruction(s) in the School: [Mention Mediums (if more than one) according to Number of,,
profile_data_1.medium_of_instr2,profile_data_1.medium_of_instr2,profile_data_1,medium_of_instr2,School Profile,2018-19,2025-26,8,0,1.29,Medium of instruction(s) in the School: [Mention Mediums (if more than one) according to Number of,,
profile_data_1.medium_of_instr3,profile_data_1.medium_of_instr3,profile_data_1,medium_of_instr3,School Profile,2018-19,2025-26,8,0,1.29,Medium of instruction(s) in the School: [Mention Mediums (if more than one) according to Number of,,
profile_data_1.medium_of_instr4,profile_data_1.medium_of_instr4,profile_data_1,medium_of_instr4,School Profile,2018-19,2025-26,8,0,1.29,Medium of instruction(s) in the School: [Mention Mediums (if more than one) according to Number of,,
profile_data_1.minority_school,profile_data_1.minority_school,profile_data_1,minority_school,School Profile,2018-19,2025-26,8,0,1.28,Is this a minority managed school?,"1-Yes, 2-No; then 1-Muslim, 2-Sikh, 3-Jain, 4-Christian, 5-Parsi, 6-Buddhist, 8-Linguistic Minority",undocumented-code-9
profile_data_1.municipality,profile_data_1.municipality,profile_data_1,municipality,School Profile,2018-19,2020-21,3,0,,,,
profile_data_1.other_sch_b,profile_data_1.other_sch_b,profile_data_1,other_sch_b,School Profile,2022-23,2025-26,4,0,,,,
profile_data_1.other_sch_g,profile_data_1.other_sch_g,profile_data_1,other_sch_g,School Profile,2022-23,2025-26,4,0,,,,
profile_data_1.panchyat,profile_data_1.panchyat,profile_data_1,panchyat,School Profile,2018-19,2020-21,3,0,1.4c,School Location Type : — Name of Gram Panchayat (As Per LGD):,,panchyat-typo
profile_data_1.parliamentary,profile_data_1.parliamentary,profile_data_1,parliamentary,School Profile,2018-19,2021-22,4,0,1.8b,(a) Name of the Assembly Constituency : — Name of the Parliamentary Constituency:,,
profile_data_1.pincode,profile_data_1.pincode,profile_data_1,pincode,School Profile,2018-19,2025-26,8,0,1.6,Pin Code :,,
profile_data_1.pre_primary,profile_data_1.pre_primary,profile_data_1,pre_primary,School Profile,2018-19,2025-26,8,0,1.13b,Lowest and Highest Classes in the School : — Whether Pre-Primary section (other than Anganwadis) attached to school?,,
profile_data_1.prevoc_yn,profile_data_1.prevoc_yn,profile_data_1,prevoc_yn,School Profile,2025-26,2025-26,1,0,1.31,Does the school offer any pre-vocational exposure at Upper-Primary stage?,,undocumented-code-9
profile_data_1.pseudocode,profile_data_1.psuedocode,profile_data_1,pseudocode,School Profile,2022-23,2025-26,4,0,,,,pseudocode-stability spelling-of-the-key
profile_data_1.psuedocode,profile_data_1.psuedocode,profile_data_1,psuedocode,School Profile,2018-19,2021-22,4,0,,,,pseudocode-stability spelling-of-the-key
profile_data_1.remedial_tch_enrol,profile_data_1.remedial_tch_enrol,profile_data_1,remedial_tch_enrol,School Profile,2025-26,2025-26,1,0,1.43,Number of students attending Remedial Teaching/Extra Classes in current year:,,
profile_data_1.resi_school,profile_data_1.resi_school,profile_data_1,resi_school,School Profile,2018-19,2025-26,8,0,,,,
profile_data_1.resi_type,profile_data_1.resi_type,profile_data_1,resi_type,School Profile,2018-19,2025-26,8,0,1.33a,Is this a Residential School? — Type of Residential school:,,
profile_data_1.rte_25p_admission_yn,profile_data_1.rte_25p_admission_yn,profile_data_1,rte_25p_admission_yn,School Profile,2025-26,2025-26,1,0,1.29,"Does the School take admission under Section 12 of the RTE Act (25% Quota of entry-level seats)? — set at ADMIN level, private unaided only","1-Yes, 2-No",
profile_data_1.rural_urban,profile_data_1.rural_urban,profile_data_1,rural_urban,School Profile,2018-19,2025-26,8,0,1.2,"Is the School located in Rural or Urban Area:                        (Rural = 1, Urban = 2)",,
profile_data_1.same_sch_b,profile_data_1.same_sch_b,profile_data_1,same_sch_b,School Profile,2022-23,2025-26,4,0,,,,
profile_data_1.same_sch_g,profile_data_1.same_sch_g,profile_data_1,same_sch_g,School Profile,2022-23,2025-26,4,0,,,,
profile_data_1.school_category,profile_data_1.school_category,profile_data_1,school_category,School Profile,2018-19,2025-26,8,0,,,,
profile_data_1.school_type,profile_data_1.school_type,profile_data_1,school_type,School Profile,2018-19,2025-26,8,0,,,,
profile_data_1.shift_school,profile_data_1.shift_school,profile_data_1,shift_school,School Profile,2018-19,2025-26,8,0,1.x,Whether the school runs in shifts,"1-Yes, 2-No",
profile_data_1.smdc_pta_meeting,profile_data_1.smdc_pta_meeting,profile_data_1,smdc_pta_meeting,School Profile,2025-26,2025-26,1,0,1.51(b),Whether School Management Committee (SMC) and School Management and Development — Number of SMDC meetings held during the last academic year,,
profile_data_1.smdc_pta_yn,profile_data_1.smdc_pta_yn,profile_data_1,smdc_pta_yn,School Profile,2025-26,2025-26,1,0,1.47c,(a) Whether the School Building Committee (SBC) has been constituted? — Whether the School has constituted its Parent-Teacher Association (PTA)?,,
profile_data_1.special_school_for_cwsn,profile_data_1.special_school_for_cwsn,profile_data_1,special_school_for_cwsn,School Profile,2018-19,2025-26,8,0,4.6,Enrolment By Grade for children with special needs,,
profile_data_1.state,profile_data_1.state,profile_data_1,state,School Profile,2018-19,2025-26,8,0,,,,
profile_data_1.stc_yn,profile_data_1.stc_yn,profile_data_1,stc_yn,School Profile,2025-26,2025-26,1,0,1.32,Does the school run any skill training center after school hours?,,undocumented-code-9
profile_data_1.year_of_establishment,profile_data_1.year_of_establishment,profile_data_1,year_of_establishment,School Profile,2018-19,2021-22,4,0,1.23,Year of Establishment of school:,,
profile_data_1.year_of_recognition_hsec,profile_data_1.year_of_recognition_hsec,profile_data_1,year_of_recognition_hsec,School Profile,2018-19,2021-22,4,0,1.21(d),Year of Recognition of the school : — Higher secondary :,,
profile_data_1.year_of_recognition_pr,profile_data_1.year_of_recognition_pr,profile_data_1,year_of_recognition_pr,School Profile,2018-19,2021-22,4,0,1.21(a),Year of Recognition of the school : — Primary :,,
profile_data_1.year_of_recognition_sec,profile_data_1.year_of_recognition_sec,profile_data_1,year_of_recognition_sec,School Profile,2018-19,2021-22,4,0,1.21(c),Year of Recognition of the school : — Secondary :,,
profile_data_1.year_of_recognition_up,profile_data_1.year_of_recognition_up,profile_data_1,year_of_recognition_up,School Profile,2018-19,2021-22,4,0,1.21(b),Year of Recognition of the school : — Upper Primary :,,
profile_data_2.acad_inspections,profile_data_2.acad_inspections,profile_data_2,acad_inspections,School Profile,2018-19,2025-26,8,0,1.49(a),Details of visits to the school during the previous academic year : — No. of academic inspections :,,
profile_data_2.balavatika_located_yn,profile_data_2.balavatika_located_yn,profile_data_2,balavatika_located_yn,School Profile,2022-23,2025-26,4,0,1.41,Whether Balavatika is started in the Co- located Anganwadi/school?,"1-Yes, 2-No",undocumented-code-9
profile_data_2.block_level_officers,profile_data_2.block_level_officers,profile_data_2,block_level_officers,School Profile,2018-19,2025-26,8,0,1.49(c),Details of visits to the school during the previous academic year : — No. of visits by Block Level Officers (BRC/BEO):,,
profile_data_2.crc_coordinator,profile_data_2.crc_coordinator,profile_data_2,crc_coordinator,School Profile,2018-19,2025-26,8,0,1.44(b),Details of visits to the school during the previous academic year: — Number of visits by CRC Coordinator:,,
profile_data_2.district_officers,profile_data_2.district_officers,profile_data_2,district_officers,School Profile,2018-19,2025-26,8,0,1.49(d),Details of visits to the school during the previous academic year : — No of visits by District/State Level Officers:,,
profile_data_2.free_text_books_pr,profile_data_2.free_text_books_pr,profile_data_2,free_text_books_pr,School Profile,2018-19,2025-26,8,0,1.56,"Availability of free text books, Teaching Learning Material (TLM), Play material (in current academic",,
profile_data_2.free_text_books_up,profile_data_2.free_text_books_up,profile_data_2,free_text_books_up,School Profile,2018-19,2025-26,8,0,1.56,"Availability of free text books, Teaching Learning Material (TLM), Play material (in current academic",,
profile_data_2.free_uniform_pr,profile_data_2.free_uniform_pr,profile_data_2,free_uniform_pr,School Profile,2018-19,2025-26,8,0,5.1,"Facilities provided to children in Previous Academic Year for PRIMARY Grade: ** (B- Boys, G- Girls, T- Transgender)",,
profile_data_2.free_uniform_up,profile_data_2.free_uniform_up,profile_data_2,free_uniform_up,School Profile,2018-19,2025-26,8,0,,,,
profile_data_2.grants_expenditure,profile_data_2.grants_expenditure,profile_data_2,grants_expenditure,School Profile,2018-19,2025-26,8,0,,,,
profile_data_2.grants_receipt,profile_data_2.grants_receipt,profile_data_2,grants_receipt,School Profile,2018-19,2025-26,8,0,,,,
profile_data_2.material_training,profile_data_2.material_training,profile_data_2,material_training,School Profile,2018-19,2025-26,8,0,1.43b,Whether any Out of School Children enrolled in the school are — Number of children ENROLLED for Special Training in PREVIOUS Academic year:,,
profile_data_2.pseudocode,profile_data_2.psuedocode,profile_data_2,pseudocode,School Profile,2022-23,2025-26,4,0,,,,pseudocode-stability spelling-of-the-key
profile_data_2.psuedocode,profile_data_2.psuedocode,profile_data_2,psuedocode,School Profile,2018-19,2021-22,4,0,,,,pseudocode-stability spelling-of-the-key
profile_data_2.rte_bld_c0_b,profile_data_2.rte_bld_c0_b,profile_data_2,rte_bld_c0_b,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c0_g,profile_data_2.rte_bld_c0_g,profile_data_2,rte_bld_c0_g,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c1_b,profile_data_2.rte_bld_c1_b,profile_data_2,rte_bld_c1_b,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c1_g,profile_data_2.rte_bld_c1_g,profile_data_2,rte_bld_c1_g,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c2_b,profile_data_2.rte_bld_c2_b,profile_data_2,rte_bld_c2_b,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c2_g,profile_data_2.rte_bld_c2_g,profile_data_2,rte_bld_c2_g,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c3_b,profile_data_2.rte_bld_c3_b,profile_data_2,rte_bld_c3_b,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c3_g,profile_data_2.rte_bld_c3_g,profile_data_2,rte_bld_c3_g,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c4_b,profile_data_2.rte_bld_c4_b,profile_data_2,rte_bld_c4_b,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c4_g,profile_data_2.rte_bld_c4_g,profile_data_2,rte_bld_c4_g,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c5_b,profile_data_2.rte_bld_c5_b,profile_data_2,rte_bld_c5_b,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c5_g,profile_data_2.rte_bld_c5_g,profile_data_2,rte_bld_c5_g,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c6_b,profile_data_2.rte_bld_c6_b,profile_data_2,rte_bld_c6_b,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c6_g,profile_data_2.rte_bld_c6_g,profile_data_2,rte_bld_c6_g,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c7_b,profile_data_2.rte_bld_c7_b,profile_data_2,rte_bld_c7_b,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c7_g,profile_data_2.rte_bld_c7_g,profile_data_2,rte_bld_c7_g,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c8_b,profile_data_2.rte_bld_c8_b,profile_data_2,rte_bld_c8_b,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_bld_c8_g,profile_data_2.rte_bld_c8_g,profile_data_2,rte_bld_c8_g,School Profile,2018-19,2018-19,1,0,,,,
profile_data_2.rte_ews_c0_b,profile_data_2.rte_bld_c0_b,profile_data_2,rte_ews_c0_b,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c0_g,profile_data_2.rte_bld_c0_g,profile_data_2,rte_ews_c0_g,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c10_b,profile_data_2.rte_ews_c10_b,profile_data_2,rte_ews_c10_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_ews_c10_g,profile_data_2.rte_ews_c10_g,profile_data_2,rte_ews_c10_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_ews_c11_b,profile_data_2.rte_ews_c11_b,profile_data_2,rte_ews_c11_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_ews_c11_g,profile_data_2.rte_ews_c11_g,profile_data_2,rte_ews_c11_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_ews_c12_b,profile_data_2.rte_ews_c12_b,profile_data_2,rte_ews_c12_b,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_ews_c12_g,profile_data_2.rte_ews_c12_g,profile_data_2,rte_ews_c12_g,School Profile,2018-19,2021-22,4,0,,,,
profile_data_2.rte_ews_c1_b,profile_data_2.rte_bld_c1_b,profile_data_2,rte_ews_c1_b,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c1_g,profile_data_2.rte_bld_c1_g,profile_data_2,rte_ews_c1_g,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c2_b,profile_data_2.rte_bld_c2_b,profile_data_2,rte_ews_c2_b,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c2_g,profile_data_2.rte_bld_c2_g,profile_data_2,rte_ews_c2_g,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c3_b,profile_data_2.rte_bld_c3_b,profile_data_2,rte_ews_c3_b,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c3_g,profile_data_2.rte_bld_c3_g,profile_data_2,rte_ews_c3_g,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c4_b,profile_data_2.rte_bld_c4_b,profile_data_2,rte_ews_c4_b,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c4_g,profile_data_2.rte_bld_c4_g,profile_data_2,rte_ews_c4_g,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c5_b,profile_data_2.rte_bld_c5_b,profile_data_2,rte_ews_c5_b,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c5_g,profile_data_2.rte_bld_c5_g,profile_data_2,rte_ews_c5_g,School Profile,2019-20,2021-22,3,0,,,,
profile_data_2.rte_ews_c6_b,profile_data_2.rte_bld_c6_b,profile_data_2,rte_ews_c6_b,School Profile,2019-20,2021-22,3,0,,,,
